URL,Title,Address,Description 
https://newyork.craigslist.org/mnh/egr/d/new-york-city-junior-architect/6772693141.html,Junior Architect,Financial District,"
        
Gandhi Engineering is seeking to hire a Junior Architect with 2-3 years of field and office experience in school, housing, and other building facade and exterior renovation projects. 

Work includes field investigation, production of design and construction documents in AutoCAD.  Report writing skills, and ability to communicate effectively a must.  Knowledge of MicroStation is a plus.  Competitive salaries and  benefits including medical/dental coverage and 401K Plan.    "
https://newyork.craigslist.org/jsy/egr/d/morristown-cad-drafter-engineering/6772787012.html,CAD Drafter (Engineering),"Morristown, NJ","
        
Contract to Hire, insurance available during the contract period.

Pay: $22 - $23/hr. based on experience

The position has the full intention of converting to full-time status with the company, and health insurance is available during the contract period. The company is employee-owned, and has the nation's #1 ranked employee stock ownership program.

Requirements:

•	Professional CAD experience using AutoCAD and/or MicroStation 
•	Associate's or Bachelor's degree in CAD related field preferred, or CAD certificate
•	6 months - 3 years of professional CAD experience
•	Strong written and verbal communication skills required

Summary:

This is an exciting opportunity to join the fastest growing division of a reputable Engineering company that is seeking an up and coming CAD professional to join their organization. Someone in this role will be a part of the Electrical Transmission & Distribution group, supporting nationwide substation and transmission line design projects.

Summary:

•	This position is responsible for revising existing drawings and preparing drawings of basic components from explicit verbal or written instructions or detailed sketches
•	This position successfully plots drawings
•	Learn and follow company and client drafting standards and procedures
•	Learns the practices of disciplines within Transmission and Distribution department
    "
https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-project/6772860360.html,Facade / Building Envelope Project Architect,TriBeCa,"
        
 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking a project architect with 5+ years of restoration experience.  

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs. 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    "
https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-structural/6772857690.html,Facade / Building Envelope Structural Engineer,TriBeCa,"
        
 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking a structural engineer with 2 to 5 years of restoration experience.  

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs. 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    "
https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-junior/6772863264.html,Facade / Building Envelope Junior Architect,TriBeCa,"
        
 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking an  
entry-level junior architect.  

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs. 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-architecture-intern/6774562927.html,Architecture Intern,Chelsea,"
        
Architecture Intern needed for immediate hire at a small architecture firm located in the Chelsea Flatiron area. Must know Revit. This is a good place if you want to learn I try my best to teach my interns and it is a small firm so you will work on all aspects of architectural projects. 

    "
https://newyork.craigslist.org/que/egr/d/project-manager/6774156376.html,Project Manager,queens,"
        
Project manager needed for drywall company based in queens.
Must have experience as a project manager on drywall jobs
Must be reliable, motivated and excellent organizational skills.
Proficient in  take off, reading plans, prepare proposals, quick books, Microsoft word and excel.
Must have the ability to manage new and existing drywall construction.
Please send salary requirements with resume.
The ideal candidate must be well versed in the drywall industry
    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-jr-construction-manager/6774511997.html,Jr. Construction Manager,Harlem / Morningside,"
        
Horrigan Development is working as part of a project management team to manage and renovate a large housing complex in Harlem.  The work includes facade restoration, plumbing and electrical work and boiler replacement that touches all the apartments.   The complex contains over 1000 apartment and is a multi year project. The Jr. Project Manager will assist in the scheduling of the work, coordinate contractor access, attend weekly construction meetings, and communicate with the board and residents though email and written notices, memo's and schedules.    The position is a full-time position in Harlem.  The Jr. Project Manager will represent the ownership of the property.  The Jr. Project Manager will help evaluate and negotiate contractor change orders, monitor A/E submittals and RFI  process, monitor construction progress, review contractor requisitions and procurement of lien waivers, and assist in draws/funding requests to agencies funding the work. 

We are looking for a graduate  with 1 - 5 years experience with excellent writing and communication skills for full time employment.    "
https://newyork.craigslist.org/brk/egr/d/new-york-city-small-architecture-and/6772904922.html,Small Architecture and Design Studio,Manhattan & Brooklyn,"
        
Hello! We're a small Architecture and Design studio searching for a full-time Architectural Designer to join our team. This position requires the following proficiencies:

+ Rhino
+ CAD
+ Project Management 
+ Adobe Illustrator 
+ Communication and professional skills
+ Leading a team
+ Time Management
+ Hand sketching is a plus
+ At least 5 years experience as an architectural designer is a requirement. 

The position will help lead a multiple projects in the studio. Were currently working on Residential Brownstone renovations, Health and wellness spa, and a Building Interiors project. Your responsibilities will include but are not limited to; 

+ Leading project design and producing drawing sets based on client and design team decisions. 
+ Generate construction details for residential and commercial building fit-outs
+ Meet project deadlines
+ Manage the flow of the project and others on your team
+ Assist in the bidding and Construction administration process
+ conduct site visits and construction walk throughs with Clients and Contractors
+ Problem solve and value engineer both pre and during construction
+ specify and order building finish materials

We ask that you be able to join our team by the start of the new year: January 2019. Work hours are 9am to 6 pm, Monday- Friday. The studio is currently 3 people: Architect/owner, Interior Designer, Architectural Designer. Our projects range in size from $300K to $2M. Pay will commensurate with experience, we do not offer health and benefits at this time.

Please tell us a bit about your past experience and why you believe you'll be a good fit in our team. We are a fun, hard-working group of young people. We are looking for someone to join the team and help grow the studio as we scale in project size. 

Thank you and be well! I respect the enthusiasm, but please do not call.

    "
https://newyork.craigslist.org/brk/egr/d/brooklyn-intermediate-architect/6773541154.html,Intermediate Architect,Brooklyn,"
        
nC2 architecture is a Brooklyn-based architectural firm looking for an intermediate-level architect to join our team.  The ideal candidate is a self-starter with well-rounded experience, outstanding design capability and good technical knowledge.  

Candidates must be able to work independently on drawings at all phases of design, including the ability to create construction document sets and develop construction details.  Candidates will also be expected to interact with clients, visit jobsites, coordinate work with engineering consultants and interact with contractors.

Prerequisites:
- Degree in architecture.
- 3-5 years of well-rounded experience in architectural practice.
- Residence in the New York City area and permission to work legally in the US. 

Responsibilities:
- Design and production work on all project phases from concept design through closeout. 
- Preparation of drawings for client meetings, DOB submissions and construction documents. 
- Correspondence and meetings with clients.
- Creation of digital and physical models.
- Coordination with engineering consultants.
- Construction administration including site visits, shop drawing review and correspondence with contractors.

Knowledge of Vectorworks is a plus. 

Candidates who are applying for this position should email the following to careers@nc2architecture.com:
1.  A concise resume
2.  Two (2) 8½"" x 11"" pages with images representing their best work    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-autocad-revit-drafter-40/6774601939.html,AutoCAD/Revit Drafter --  $40-45k,TriBeCa,"
        
The AutoCAD/Revit Drafter is responsible for working with the Project Management team, Inspection Team, and Partners on a daily basis by preparing filing forms, corresponding with clients, and general drafting of both technical and permit drawings sets. Along with assistance to the PM and Inspection teams, it is essential to the organization that the AutoCAD/Revit Drafter maintains company standards through references, files, transmittals, and documents.

Tasks include, but are not limited to:

-Prepare filing forms, post approval amendments, etc., as needed.
-Send forms to architects, engineers, owners, etc.
-Work directly with Management Team to execute administrative duties (reporting, excel sheets, meeting agendas, reference libraries, detail libraries etc.)
-Coordinate requested documentation and maintain reports
-Management of office systems and guidelines to maintain status of applications for clients and office staff
-Develop substantial knowledge of construction means and methods and building codes
-Develop drawings and templates using AutoCAD Architecture
-Organize the drawing set and make DOB packages for the permit
-Produce drawings without requiring constant supervision
-Organizes and leads site visits and surveys.
-Produce drawings without requiring constant supervision
-Work from rough sketches and specifications created by Partners or Inspectors
-Surveying on construction sites

Candidate must also have:

-Excellent verbal and written communication skills.
-Excellent computer skills necessary for office administrative work (Microsoft Office, Adobe, etc.)
-Demonstrated experience with AutoCAD, Revit, and Microsoft Office Suite
-Good Math skills essential for site surveying purposes
-Familiarity with surveying tools.

Preferred:

- Degree in either Architecture, Engineering or Construction Management
- Interested in networking and developing in New York's architecture scene

We're seeking someone with the desire and drive to become a long-term, indispensable member of our team. Compensation range is $40-45k, based on experience and education.

Hours are 8:00 AM to 5:00 PM, Monday through Friday. Our firm offers full medical and dental benefits, long-term disability, and paid vacation.

Please submit your resume, cover letter, and salary requirements.    "
https://newyork.craigslist.org/mnh/egr/d/seeking-full-time-class-2-permit/6774735029.html,Seeking Full Time Class 2 Permit Expeditor,TriBeCa,"
        
Seeking full time Class 2 permit expeditor. Must have experience in all boroughs and good relations with DOB. We are located in TriBeCa near the Manhattan DOB. Please respond with contact info and resume through the email relay above. 

Thank You    "
https://newyork.craigslist.org/lgi/egr/d/project-architect/6775059637.html,PROJECT ARCHITECT,Melville,"
        
Architectural firm specializing in healthcare is seeking a Project Architect.  
Responsibilities include: Preparing schematic design, design development, and construction document drawing using AutoCAD/Revit; Provide production of graphics, renderings, and presentation drawing in support of design teams; Coordinating buildings systems (structural, mechanical, electrical, fire safety) with engineers; Coordinating specification and finishes with the interior designer; Research products and materials, monitoring processes for compliance with standards; Performing on-site research; Assist in the execution of Construction Administration responsibilities and project close-out.

Qualfications: Bachelor's in Architecture, familiar with industrial software such as AutoCAD, Revit, Bluebeam, Sketchup, Rhino, V-ray, Photoshop, Illustrator, Indesign, Leed AP BD+C.. 
Salary is commensurate with experience. Medical benefits including FSA, paid vacation, 401(k) with matching contributions. www.TheMcGuireGroup.net
Please send resume/cover letter as pdf.


    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-construction-super-apm/6775355369.html,Construction Super / APM / High End Residential,Upper West Side,"
        
We are a Mid-Sized, young, and energetic firm in search of a Construction Superintendent to run a high end residential projects, townhouses, and more.

Minimal Requirements
**All Candidates MUST BE GO GETTERS--NO SLACKERS---If you are not the type to show up to the job site 30-45 minutes prior and leave 30 minutes or more post work day this job is not for you...
**Must be able to work, interact, and correspond with Client and Design Team
**3-5 years or more experience on High End Residential projects in NYC
**Must be experienced in all Construction Trades including Rough Carpentry, MEP, Millwork, Finishes, Elevators, Concrete, Masonry, Steel, and more.
**Must be Tech Savvy and be able to use computer on site, cellphone emails, etc etc
**Must be an Ace reading blue prints
**Must know how to coordinate subs and put schedules together
** 40 Hour Site Super License is a Plus

Lots of Upside on this Company

Compensation is Negotiable    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-assistant-project-manager/6774821822.html,Assistant project Manager for Hospitality Builder,Midtown,"
        
Assistant project manager with 5 years experience in hospitality building. Must be able to track sub-contractors and hold them to there schedule. Must be able to procure all materials needed and track progress, as well as submit all submittals with weekly logs. Deal with architects, designers, and owners to value engineer any materials or shop drawings if needed.    "
https://newyork.craigslist.org/wch/egr/d/yonkers-window-door-drafter-needed/6775377048.html,Window & Door Drafter Needed,Yonkers,"
        
Architectural wood window and door company in Yonkers is seeking an experienced CAD drafter for highly detailed shop drawings. 

We need someone who specifically understands how to draw wood doors and windows, including detailing hardware, weather stripping, and seals. 

This can be a remote position and freelancers are welcome.
    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-career-opportunities-for/6775403707.html,Career Opportunities for Immigrant Engineer Professionals,,"
        
Career Opportunity for Engineer Professionals: The Cooper Union Retraining Program for Immigrant Engineers @ CAMBA  assists immigrant Engineers and IT Professionals who are underemployed or unemployed gain access to higher paying jobs through training and job placement assistance. The program includes courses in information technology and mechanical, electrical and civil engineering taught by Cooper Union faculty and field experts.  All services are free and admission is competitive. 
Classes Available:

Engineering: 
- OSHA 30 for Construction 
- Heating, Ventilation, Air-Condition & Refrigeration
- Building Operation, Maintenance & Safety Regulations
- National Electrical Code (NEC) & its applications
- Bridge, Highway, Tunnels and Buildings: Professional Practice for Cost Estimating
- Green Building Guidelines & Environmental Safety
- AISC Structural Steel Design 
- ACI Structural Concrete Design
- AutoCAD and Revit

Information Technology: 
- Data Architecture Principles, Data Structure and SQL
- Java Programming
- Microsoft .NET and C#
- Software Quality Assurance--Manual Testing
- Software Quality Assurance--Automated Testing
- Linux (UNIX) Administration
- Android Software Development
- Cyber Security

Eligibility Requirements:
- Be born outside of the United States and be authorized to work in the United States
- Have a bachelor's degree or higher and professional experience in the field of engineering, information technology, or a related field from the country of origin (not from U.S)
- Have lived in the U.S. less than five full years
- Be unemployed, underemployed, or working in a field not related to your education
- Have intermediate+ English fluency
- Demonstrate a financial need
- Be highly motivated to pursue professional job search

You can learn more about us and apply here www.cooper.edu/immigrant-retraining. 
 


    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-qa-inspector-heat-pumps/6775457120.html,QA Inspector - Heat Pumps,,"
        
Taitem Engineering has an opportunity for a quality assurance (QA) inspector based in New York City with experience in air source heat pumps. Inspections will be conducted in all boroughs. Taitem is a progressive consulting firm based in Ithaca, New York. Founded in 1989, Taitem is a mission-driven B-Corporation, known for its high-quality work in designing and supporting sustainable, high-performing buildings. ""Taitem"" stands for ""technology as if the earth mattered,"" reflecting the firm's commitment to the environment. 

Specific responsibilities of the QA Inspector include: 
•	Schedule inspections using Salesforce and email.
•	Perform quality assurance inspections of air source heat pump (ASHP) installations in multifamily buildings;
•	Complete inspection reports in Salesforce and Excel.
•	Collaborate with a multidisciplinary engineering team to achieve professional results and standards.

The Ideal Candidate
The candidate is based in or near New York City and has at least three years of experience installing, designing, and/or inspecting ASHP systems.

Required Qualifications:
•	Certified BPI ASHP Installer, OR Certified NATE ASHP Installer, OR Professional Engineer, OR able to achieve one of those certifications within a few weeks of hire date
•	Three or more years of experience installing, designing, and/or inspecting ASHP systems
•	Impeccable attention to detail

Additional Qualifications
•	Proficiency in Salesforce
•	Self-directed and can work remotely from Taitem's Ithaca office 
•	Ability to communicate with building owners, facilities personnel, and internal QA team members.

Compensation: The recruiting range for this position is competitive and depends on the skills and experience of the applicant. This is a part-time position with approximately 15 hours/week, with a potential to eventually increase hours to a full-time position.

How to apply: Please submit both a letter of interest and resume, PDF format preferred.

Taitem Engineering is committed to creating a diverse workplace and encourages applications from women and people of color. 

Taitem Engineering, PC is an equal opportunity employer and will not discriminate against any employee or applicant on the basis of age, color, disability, gender, national origin, race, religion, sexual orientation, veteran status, or any classification protected by federal, state, or local law. 

Visa sponsorship is not available for this position.
    "
https://newyork.craigslist.org/que/egr/d/long-island-city-design-assistant/6775620367.html,Design Assistant,Long island city,"
        
Design Assistant Position
Long Island City, NY

About the Company
Substrate is a custom fabrication company with locations in New York and Los Angeles specializing in the field of retail display, events, and pop-up shops. 

About the Position
This is a full-time position for a Design Assistant. Responsibilities will be to work with the project managers to create 3-D Models and build drawings. The appropriate candidate will have strong communication skills and a solid work ethic. The ability to demonstrate skills using Rhino is a huge bonus. This is a Rhino shop. 

Requirements
-	Advanced Rhino skills.
-	Experience creating drawings in Rhino is a bonus
-	Basic understanding of fabrication techniques

Compensation
This is a full-time position, paid hourly. Candidates rate will be based on experience and skill level.

Benefits
-	(8) Paid National Holidays
-	(15) days paid vacation / sick leave after 6-months employment
-	401k Package with company matching after 1-year of employment
-	Health insurance option
-	Transit Check

How to Apply
Applications should be sent to: info@substratefab.com with the Subject: Drafting Technician Position
Please submit your resume, cover letter, and a portfolio of projects / drawings for review. 

EEO Statement 
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability or protected veteran status.
    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-senior-architect-designer/6775411588.html,Senior Architect/Designer,Midtown West,"
        
A unique opportunity is now open for a Senior Architect/Designer. The ideal candidate has wide ranging skills that encompasses a very strong sense of aesthetics that are combined with extensive technical, presentation and building application experience. Developed communication skills plus the passion and ability to apply those to a wide variety and diverse range of different building programs is required.


Requirements:
•	Bachelor's Degree or Higher 
•      10 Years of Experience
•	Experience with AutoCAD and Adobe Suite
•	3D Modeling and visualization skills
•	Passion for visual conceptualization, aesthetics, and creativity
•	Collaborative attitude

Candidates must submit samples of work representative of their design, cover letter and resume.
Candidates who cannot submit examples of their design work will not be considered.

Compensation and Benefits:
•	We offer a competitive salary and benefits package commensurate with experience, and a creative, innovative work environment. 
•	Our benefits include Medical/Dental/Vision, 401K Plan, Personal Time Off, Paid Holidays, Long term Disability, Flexible Spending Plan, 
•	Company Culture: learning and growth opportunities, rewarding projects, free educational ongoing learning

    "
https://newyork.craigslist.org/que/egr/d/long-island-city-construction/6775434960.html,CONSTRUCTION SUPERINTENDENT,,"
        
CONSTRUCTION SUPERINTENDENT

CONSTRUCTION SITE SUPERVISOR to manage NEW YORK CITY SCHOOL CONSTRUCTION AUTHORITY (NYCSCA / Public) project. 
*Site Supervisor Must be knowledgeable in exterior masonry, parapets, roofing and related work. 
*Supervisor must have had similar supervision experience supervising an NYCSCA project till completion, 
*Able to professionally deal with NYCSCA Project Officers and Safety Inspectors, managing sub-contractors and site employees.
*Site Super must be knowledgeable in reading blueprints drawings, have necessary 30 Hour OSHA, 4 Hour Scaffold User, 7 Hour Site Safety Manager NYCDOB, 8 Hour Construction Site Fire Safety Manager as well as Supported Scaffold User & Suspended Scaffold User certifications (DOB approved/OSHA approved courses). 
*Please list all managed projects as site supervisor on resume.

Please fax resume to (718) 707-9701 or e-mail resume to hr@mstgc.us
Looking forward to hearing from the best in the industry!
LONG TERM CAREER POSSIBILITY
COMPETITIVE SALARY**
Compensation: Well Compensated 
Employment type: full-time    "
https://newyork.craigslist.org/lgi/egr/d/melville-architectural-drafter/6775457078.html,Architectural Drafter,"Huntington Station, NY","
        
SBLM Long Island branch office of NYC based Architectural firm seeks motivated and talented Drafter

Requirements:
•	BA Arch or BS Arch degree required
•	AutoCAD required (basic test at interview) Revit a plus
•	Experience in retail, Educational and Healthcare project types a plus
•	Excellent communication skills with ability to work well under deadlines

Compensation and Benefits:
•	We offer a competitive salary and benefits package commensurate with experience, and a creative, innovative work environment. 
•	Our benefits include Medical/Dental/Vision, 401K Plan, Personal Time Off, Paid Holidays, Long term Disability, Flexible Spending Plan, 
•	Company Culture: learning and growth opportunities, rewarding projects, free educational ongoing learning

Interested candidates should forward their cover letter and resume 
Please include either ""Architectural Drafter"" in the subject. No phone calls, please. 
Experience in Healthcare projects is a distinct plus.

    "
https://newyork.craigslist.org/brk/egr/d/junior-to-intermediate-architect/6775893510.html,Junior to Intermediate Architect,Brooklyn,"
        
Williamsburg/Brooklyn based architecture office that specializes in residential work and commercial  projects.

We are seeking a talented Junior to Intermediate Architect that is highly motivated with great work ethic and positive attitude. Applicants should have a strong desire to contribute, be willing to take on responsibilities, be organized and enjoy having a meaningful role being involved in all aspects of the work. The right candidate should be able to collaborate and communicate effectively with principal, staff, consultants, and contractors. As a small office, you will work on multiple projects and be involved in all phases of the work.  This is a great opportunity to gain a lot of experience and grow with us.

Qualifications:
•Minimum 2-4 years post graduate work experience including construction documentation and construction administration
•Proactive and have the ability to meet project timelines a must
•Experience and ability to coordinate and produce construction documents with little supervision
•Excellent AutoCAD, Adobe Creative Suite, Rhino, Sketch Up, Word and Excel skills are required
•Hold a Bachelor or Master of Architecture degree
•Excellent communication skills, both verbally and in writing; fluency in written and spoken English
•Must be currently living in the NYC area; US citizen or green card holder

To Apply:
•Please send cover letter, resume, and work samples 
•No telephone calls or recruiters please
•Only qualified candidates as described above will be considered
•Salary commensurate with ability and experience

We provide great benefits and work environment.

Please send resume in confidence along with work samples and salary requirements. 

    "
https://newyork.craigslist.org/que/egr/d/east-elmhurst-engineering-architecture/6775936741.html,Engineering/ Architecture Positing,"8012 30TH Avenue, East Elmhurst NY","
        
Kazi Assocites is looking for Entry Level Civil or Structural Engineering/ Architecture positing in their main office in East Elmhurst NY. 

Interesting candidate must have know AutoCAD

Send your resume to info@kaziassociates.com

Thank you, 

Kazi Associates
    "
https://newyork.craigslist.org/mnh/egr/d/astoria-stone-project-manager-senior/6776214938.html,Stone Project Manager - Senior Position,,"
        
A leading Marble & Stone installation and fabrication company is looking for a Senior Stone Project Manager to plan and supervise multiple tile/stone installation projects from A to Z.

Responsibilities:

Lead a team of qualified JR associates in the back office and experienced site personnel
Manage the shop drawing, shop ticket and SK submittal and review process
Coordinate purchasing, shipping, receiving with project vendors
Collaborate with engineers, architects, GCs to determine the stone specifications of the project
Determine needed resources (manpower, equipment and materials) from start to finish with attention to budgetary limitations
Schedule all construction operations and plan project logistics to ensure project deadlines will be met
Administer all change orders, additional project billings in collaboration with accounting
Evaluate progress, quality control and prepare detailed reports
Requirements:

Minimum 5 years experience as a stone installation project manager
In-depth understanding of construction procedures, natural stone material and project management principles
Familiarity with quality and health and safety standards
Familiarity with construction/ project management software
A team player with leadership abilities
Qualifications:

5 years minimum of relevant stone work experience
A detail-oriented approach to tasks
A natural problem-solver
BSc/BA in engineering, building science or relevant field - a plus
PMP or equivalent certification - a plus    "
https://newyork.craigslist.org/mnh/egr/d/astoria-jr-estimator-drafter-needed-in/6776215665.html,Jr Estimator/Drafter needed in LIC,,"
        
Jr Estimator/Drafter Position

A leading Marble & Stone distributing and fabrication company, in NY, is looking for a Jr Estimator/Drafter to work with our team of Architects and Engineers and convert designs into technical plans. Drafter responsibilities include gathering drawings and specifications, calculating material and equipment requirements and setting up production methods. If you have hands-on experience with computer-aided design (AutoCAD) software and are familiar with building processes, we'd like to meet you.

Responsibilities:
Liaise with architects and engineers to gather product and structural requirements and designs
Calculate dimensions, weight limitations and requirements in materials
Providing full estimation support and completing potential bids
Describe production methods step-by-step (including equipment and software types to be used)
Create detailed designs with computer-aided design (AutoCAD) software
Design diagrams, maps and layouts to illustrate workflow
Prepare and review rough sketches and review them along with the engineering team
Identify potential operational issues and redesign layouts to improve functionality
Ensure final designs comply with regulations and project specs
Create manuals that describe existing products' operation and maintenance plans using AutoCAD
Work from rough sketches and specifications created by engineers and architects
Help design & draft products with engineering and manufacturing techniques
Create drawings from architectural & engineering documents, following project specifications
Prepare multiple versions of designs for review by engineers and architects
Specify dimensions, materials, and procedures for projects
Work under the supervision of engineers or architects

Requirements:
Proven work experience as an Estimator/Drafter or similar role
Hands-on experience with computer-aided design (AutoCAD) software
Familiarity with 3D modeling tools
Good math skills
Ability to meet deadlines
Experience in stone/construction field, preparing & planning large scale projects using AutoCAD, etc

Qualifications:
Bachelor's degree from an accredited University
3 years of drafting experience
A detail-oriented approach to tasks
A natural problem-solver
Strong industry research skills    "
